KEY,LANGUAGE,TEXT
134480144,E,AD
134480145,E,ALASKA
134480146,E,ALMATY
134480147,E,AT
134480148,E,AZORES
134480149,E,BEIJING
134480150,E,BERLIN
134480151,E,BRASILIA
134480152,E,CT
134480153,E,EE
134480154,E,ENIWETOK
134480155,E,ET
134480156,E,GMT
134480157,E,HAWAII
134480158,E,HONGKONG
134480159,E,ISLAMABAD
134480160,E,LOCAL
134480161,E,MA
134480162,E,MI
134480163,E,MOSCOW
134480164,E,MT
134480165,E,NEWFOUNDLAND
134480166,E,PT
134480167,E,SYDNEY
134480168,E,TOKYO
134480169,E,WELLINGTON
100860214,E,North Dakota
100860182,E,Northwest Territories
100860172,E,Nova Scotia
100860255,E,Nunavut
100860215,E,Ohio
100860223,E,Oklahoma
100860173,E,Ontario
100860216,E,Oregon
100860224,E,Pennsylvania
100860174,E,Prince Edward Island 
100860254,E,Puerto Rico    
100860175,E,Quebec
100860217,E,Rhode Island
100860176,E,Saskatchewan
100860225,E,South Carolina
100860218,E,South Dakota
301989889,E,Order message
302055694,E,Dealer is not authorized to process this type of orders
302055680,E,Duplicate Order ID
302055686,E,Postal Code/Zip Code is incorrectly formatted.
302055697,E,Residency is invalid
302055693,E,Dealer Account ID is missing
302055692,E,Intermediary Account ID is missing
302055691,E,Intermediary ID is missing
302055687,E,Investment Product ID is missing
302055689,E,Maturity Date or Term Duration is missing or  invalid
302055683,E,Network Placed Date is missing or invalid
302055681,E,Order ID is missing
302055682,E,Order Source ID is missing
302055688,E,Plan Product ID is missing
302055685,E,Postal Code/Zip Code must be provided.
302055684,E,Province/State must be provided.
302055695,E,Order does not exist
302055690,E,Order is not ready to process
302055696,E,Order is 1. Processing cannot be started.
83886095,E,ClientType
84869549,E,Organization
84869548,E,Person
83886086,E,addressUsage
84279605,E,Alternate
84279565,E,Business
84279564,E,Home  
83886087,E,clientClass         
84345254,E,
84345109,E,Regular
84345127,E,Staff
83886089,E,clientInv   
84476174,E,involvedIn
83886094,E,Change log details
84803919,E,Address added
84803920,E,Address removed
84803921,E,Address set
84803985,E,Attention
84804024,E,Federal BN
84803905,E,Client class
84803906,E,Client XREF
84803899,E,Date of Birth
84803900,E,Date of Death
84803923,E,Descriptor
84803934,E,Effective from date
84803935,E,Effective to date
84803926,E,End date  
84803929,E,First name    
84803922,E,Is attached to
84803901,E,Language
84803928,E,Last name
84804030,E,Quebec Enterprise Number
84803918,E,Name added   
84803917,E,Name usage    
84804015,E,Organization Name
84804029,E,Organization Type
84803984,E,Phone number
84803924,E,Reference ID
84803902,E,Residency code
84803904,E,SIN
84803936,E,Seasonal from date
84803937,E,Seasonal to date
84803930,E,Second name
84803903,E,Gender
84803925,E,Start date
84803932,E,Suffix
84803907,E,TD linked
84803931,E,Third name
84803927,E,Title
84804014,E,Type
84803933,E,Usage  
83886092,E,Client Diagnostic Messages
84672801,E,Invalid address usage
84672949,E,Cannot search by first name only
84672963,E,Client cannot be found.
84672799,E,Date of Death cannot precede Date of Birth
84672944,E,Duplicate Client XREF found
84672918,E,Duplicate Government Identifier
84672825,E,Error adding change log detail 1
84672826,E,Error adding change log entry
84672935,E,Error getting Name Usage
84672947,E,"1 was changed for 2, 3 (government identifier: 4)."
84672962,E,Invalid Federal BN - Does not match the format of 999999999AA9999
84672961,E,The length of the Federal Business Number exceeds 15 characters
84672936,E,First name cannot be blank
84672950,E,Full last name must be used for a search with a first name
84672937,E,Date of birth cannot be in the Future
84672800,E,Invalid or missing Language
84672959,E,Invalid Quebec Enterprise Number - Does not match the format of nnnnnnnnnn
84672960,E,Invalid Quebec Enterprise Number - Cannot start with leading zero
84672956,E,Invalid Organization Type
84672945,E,Invalid Client Type
84672798,E,Invalid SIN
84672805,E,"Updates not allowed on CB, client is on CustomerLink system"
84672964,E,Minimum number of characters required for a Partial Name Search is minimum
84672946,E,Date of Birth is missing
84672939,E,No 1 was found
84672951,E,Client type provided does not match actual client type
84672802,E,Requested address usage overlaps with an existing usage
84672803,E,Seasonal interval on the requested usage overlaps with another
84672804,E,Seasonal address usage cannot be designated as primary
84672948,E,Seasonal Interval End Date cannot be greater than Effective Interval End Date
84672938,E,SIN was truncated because its length exceeds 1 characters long.
84672933,E,Insufficient authority to unlink client.  Override required.
83886093,E,Change log events
84738372,E,Address attached
84738373,E,Address detached
84738374,E,Address updated
84738375,E,Client relationship attached
84738376,E,Client relationship detached
84738377,E,Client relationship updated
84738379,E,Name added
84738378,E,Name removed
84738380,E,Name updated 
84738359,E,Client created
84738468,E,"Client unlinked, plan:1 2 was Rejected by CustomerLink"
84738360,E,Client updated
83886084,E,lang        
84148490,E,English        
84148491,E,French         
84148534,E,                
83886085,E,nameUsage           
84214034,E,AKA
84214033,E,Legal
84214035,E,Nickname
83886096,E,Organization Type
84935097,E,Corporation
84935098,E,Government
84935099,E,Other
83886090,E,ClientUsage
84541721,E,Brother
84541719,E,Child
84541723,E,Grandparent
84541720,E,Parent
84541724,E,Partner
84541722,E,Sister
84541718,E,Spouse
83886091,E,salutation
84607261,E,Dear Sir
84607383,E,  
83886081,E,sex
83951872,E,Female
83951873,E,Male
83951910,E,Unknown
83886082,E,suffix
84017531,E,1ST
84017526,E,II
84017527,E,III
84017528,E,IV
84017538,E,BA
84017546,E,BBA
84017540,E,BCOM
84017544,E,BSC
84017535,E,BSCN
84017549,E,CA
84017534,E,CGA
84017541,E,DD
84017536,E,DDS
84017548,E,DMD
84017542,E,ESQ
84017529,E,JR
84017545,E,LLB
84017533,E,MA
84017551,E,MBA  
84017410,E,MD
84017539,E,MSC
84017560,E, 
84017532,E,PENG
84017411,E,PHD
84017537,E,PRES
84017547,E,QC
84017550,E,RIA
84017543,E,RN
84017530,E,SR
83886083,E,title
84083106,E,ABBE
84083107,E,ADJ
84082987,E,FR
84083048,E,GEN
84083049,E,HON
84082988,E,JUDGE
84083092,E,JUGE
84083050,E,LADY
84083051,E,LORD
84083052,E,LT
84083053,E,LTC
84082989,E,M
84083093,E,MAIRE
84083054,E,MAJ
84083055,E,MAYOR
84083100,E,MGR
84082950,E,MISS
84082991,E,MLLE
84082992,E,MME
84082951,E,MR
84082952,E,MRS
84082993,E,MS
84083056,E,MSGR
84083057,E,MSGT
84083058,E,MWO
84082984,E,
84083091,E,PERE
84082994,E,PROF
84083101,E,PTE
84082995,E,RABBI
84083103,E,REP
84083059,E,REV
84082996,E,SEN
84083060,E,SGT
84083061,E,SIR
84083105,E,WO
84083098,E,BRO
84083099,E,CADET
84083042,E,CANON
84083043,E,CAPT
84083044,E,CARD
84083046,E,CDMR
84083090,E,CHEF
84083045,E,CHIEF
84083104,E,CMDR
84083047,E,COL
84082985,E,CPL
84083102,E,CWO
84082986,E,DR
67830123,E,University
67108865,E,accountUsage
67174656,E,Attach
67174657,E,Notify
67108868,E,addressUsage
67371266,E,Alternate2
67371268,E,Alternate 
67371284,E,Primary 
67371267,E,Mailing
67108880,E,associatedRole
68157850,E,Parent
68157851,E,Primary Caregiver
67108882,E,Association Type
68288957,E,All
68288953,E,PCG
67108878,E,Attachment
68026751,E,Coarse
68026752,E,Simple
67108879,E,client validation
68092305,E,Invalid client type
67108877,E,group validation
67961208,E,Invalid group type
67108883,E,Role Association Validation
68354492,E,ACESG is requested for this RESP Beneficiary so at least one PCG Association is needed
68354490,E,AssociationType Association Intervals must not overlap
68354491,E,Provided AssociationType Association cannot be found for RoleType ClientDescriptor
67108876,E,role validation
67895705,E,Must have a role of RoleType to be associated as a AssociationType
67895704,E,PCG is inactive
67895671,E,Failed to attach client because client relationship exceeds maximum number of role type allowed
67895674,E,Allowable roles must be set up for the defining plan
67895670,E,Invalid role type
67108870,E,Change log details
67502469,E,Abstract Role Type Description
67502430,E,Attention Line
67502390,E,Address End Date
67502396,E,Phone Number
67502388,E,Address Purpose
67502389,E,Address Start Date
67502529,E,Associated Role Client Descriptor
67502528,E,Associated Role Reference ID
67502531,E,Association End Date
67502527,E,Association Reference ID
67502530,E,Association Start Date
67502526,E,Association Type
67502539,E,Consent Granted
67502450,E,Current Year
67502449,E,Current Year Start Date
67502452,E,Grant Eligibility
67502494,E,Language
67502432,E,Relationship of subscriber must exist
67502510,E,PCG DTC
67502511,E,PCG Family Income
67502453,E,Program Start Date
67502448,E,Program Length
67502451,E,Program Type
67502520,E,QESI (EAP) Eligibility
67502513,E,Relationship to Subscriber (Holder)
67502512,E,Request CDSG
67502419,E,RESP Beneficiary Current Year Length
67502418,E,RESP Beneficiary In School
67502420,E,RESP Beneficiary Institution
67502483,E,PCG Reference ID
67502551,E,2nd Parent Reference ID
67502433,E,Parent Reference ID
67502421,E,RESP Beneficiary Relationship
67502482,E,Request ACESG
67502436,E,RESP Grant Request Change
67502416,E,Associated To
67502478,E,Coarse client COID
67502431,E,Client Name
67502386,E,Role End Date
67502518,E,ITF
67502519,E,Beneficiaries
67502417,E,Participation Level
67502384,E,Role Purpose
67502423,E,Reference ID
67502545,E,Signing Authority
67502540,E,Spousal Indicator
67502385,E,Role Start Date
67502470,E,Simple Client Description
67502471,E,Simple Client Description2
67502472,E,Simple Client Government Identifier
67502474,E,Simple Person First Name
67502473,E,Simple Person Last Name
67502475,E,Simple Person Second Name
67502476,E,Simple Person Third Name
67502532,E,Primary Representative
67502533,E,Primary Representative Client COID
67502534,E,Secondary Representative
67502535,E,Secondary Representative Client COID
67108866,E,diagnosticMessage
67240227,E,"Annuitant not found, unable to continue with successor processing"
67240197,E,Account Attachment Failed
67240198,E,Account Attach Notification Failed 
67240284,E,Relationship between RESP Beneficiaries required
67240295,E,RESP beneficiary cannot be replaced by an existing beneficiary
67240372,E,Cannot delete last client in the client group
67240294,E,Cannot replace an inactive role
67240316,E,RESP beneficiary cannot be replaced on family plan
67240199,E,Check Roles Failed
67240303,E,purpose cannot be replaced with the same client
67240220,E,Process Control Error - Intended Annuitant not found in the message
67240200,E,Detach Account Failed
67240201,E,Detach Notification For Account Failed 
67240225,E,"Customer Link address not found, unable to continue with successor processing"
67240224,E,Error Adding to Change log (CR)
67240202,E,Get Account Failed
67240203,E,Get Account List Failed
67240296,E,Invalid address selection criteria
67240355,E,Participation for an RDSP Beneficiary must be 100%
67240354,E,Invalid value for Relationship of holder
67240393,E,Invalid Sequence Number
67240373,E,Beneficiaries field in ITF Owner Details was truncated because its length exceeds 50 characters
67240352,E,PCG DTC is required as the beneficiary has not passed the end of the month of their 18th birth date
67240353,E,PCG Family Income is required as the beneficiary has not passed  the end of the year of their 18th birth date
67240213,E,Cannot have multiple Annuitants
67240216,E,Cannot add multiple Spousal Beneficiary
67240215,E,Cannot have multiple Spouses
67240262,E,Only one active parent allowed
67240251,E,Effective interval overlaps with another spouse role
67240285,E,Effective interval overlaps with another spousal beneficiary role
67240333,E,"The plan type is Family, the relationship must be parent or grandparent"
67240228,E,No Direct Address found attached to Plan
67240229,E,No attached address found
67240217,E,"The Annuitant does not have a Date of Birth, New Application Failed"
67240219,E,"The Annuitant does not have a Home Address, New Aplication failed"
67240218,E,"THe Annuitant does not have a SIN, New Application Failed"
67240258,E,Changing Role type of R
67240324,E,Changing Role of 1 type not allowed
67240371,E,Selected client is not a joint Role Type
67240270,E,Old client relationship does not exist
67240405,E,The 1st Parent must be provided
67240404,E,A Custodial Parent is required for a Beneficiary under the age of 19 years old
67240406,E,The Custodial Parents must be different
67240315,E,Program Length and/or Current Year should be 1 digit only 
67240278,E,RESP Beneficiary cannot be replaced with the same client
67240348,E,Group type must be sole for RESP Subscriber replacement
67240259,E,RESP Beneficiary must be under age
67240250,E,Role not found
67240269,E,Role or Participation Level of the new client relationship must be the same as the old one
67240204,E,Set Attached Account Failed
67240398,E,Spousal Indicator cannot be changed due to the number of Owners in the plan
67240397,E,The Spousal Indicator is changed to Non-Spouse as the plan has more than 2 owners
67240341,E,The subscriber must be an organization
67240394,E,Subscriber or Owner not found
67240226,E,"Successor not found, unable to continue with successor processing"
67240247,E,Successor cannot be automatically reversed
67240249,E,Successor Role overlap
67240205,E,Unattach Account Failed
67240206,E,Validate For Attach Failed
67240207,E,Validate For Detach Failed
67240313,E,Failed to validate roles and get allowable Roles
67240370,E,The maximum number of joint clients is exceeded
67240402,E,Invalid Signing Authority.
67240322,E,More than one valid seasonal address
67240321,E,Set addressusage failed
67240403,E,Signing Authority set to: All to sign.
67240349,E,Beneficiary relationship to subscriber may need to be updated as a result of this replacement
67108869,E,Change log events 
67436931,E,Abstract 1 Added
67436844,E,Address 1 Usage: 2 Added 
67436851,E,"Address Changed, 1"
67436845,E,Address 1 Usage: 2 Deleted
67436901,E,Address updated
67436831,E,Annuitant 1 Added
67436856,E,Annuitant 1 deleted
67436840,E,Beneficiary 1 Added 
67436841,E,Estate 1 Added 
67436925,E,Owner 1 Added
67436869,E,Parent 1 Added 
67436846,E,Plan 1 Added
67436951,E,Primary Caregiver 1 Added
67436973,E,RDSP Beneficiary 1 Added
67437000,E,Owner Representative Swapped
67436876,E,RESP Beneficiary 1 Added
67436847,E,1 2 Changed
67436888,E,1 2 Removed
67436879,E,1 Replaced
67436944,E,Sponsor 1 Added
67436839,E,Spousal Beneficiary 1 Added
67436842,E,Spouse 1 Added 
67436863,E,Subscriber 1 Added 
67436838,E,Successor 1 Added
67436843,E,Unknown Role 1 Added 
67108871,E,Institution ID
67567937,E,Invalid Institution ID
67108873,E,Joining Phrase
67699033,E,AND/OR
67699034,E,AND
67108881,E,RDSP Relationship to Subscriber (Holder)
68223403,E,Agency
68223396,E,Beneficiary
68223400,E,Curator
68223398,E,Guardian
68223404,E,Institution
68223397,E,Legal Parent
68223401,E,Legal Representative
68223402,E,Public Department
68223399,E,Tutor
67108872,E,RESP Relationship
67633556,E,Agency
67633481,E,Aunt/Uncle
67633480,E,Grandparent
67633499,E,Not Related
67633483,E,Other
67633479,E,Parent
67633482,E,Sibling
67108867,E,role
67108874,E,roleParticipation
67764579,E,Evenly
67764578,E,Percentage
67305744,E,Annuitant
67305745,E,Beneficiary
67305757,E,Estate
67305789,E,Owner
67305796,E,Parent
67305878,E,Primary Caregiver
67305887,E,RDSP Beneficiary
67305792,E,RESP Beneficiary
67305871,E,Sponsor
67305746,E,Spousal Beneficiary
67305747,E,Spouse
67305790,E,Subscriber
67305758,E,Successor
67305854,E,Abstract
67305834,E,Joint
67305833,E,Sole
67108884,E,Signing Authority
68420047,E,All to sign 
68420048,E,Any one to sign
67108875,E,ProgramType
67830125,E,"Private trade, vocational or career"
67830124,E,Community college or CEGEP
67830126,E,Other
117440678,E,CESG Reject Reason
128321436,E,Annual Limit Exceeded
128321888,E,Lifetime Contribution Limit Exceeded
128321438,E,Age of Beneficiary
128322898,E,PCG or Beneficiary information not matched with CRA information
128321440,E,Specimen Plan not Eligible
128321441,E,Transaction Requested No Grant
128322676,E,Failed 16/17 year rule
128322899,E,CLB will not be paid for this benefit year
128321443,E,Other
128321608,E,Start Up
117440632,E,Commission messages
125306154,E,Commission can not find plan
125306161,E,Effective date out of range
125306749,E,"Commission, Effective, Txn Amount and Plan must be entered"
125306750,E,"Commission, Effective must be entered"
117440663,E,Defining Product Change Log
127339520,E,Cpa Category
127339519,E,Cpa Institution Id
127339521,E,Cpa transaction type
127339522,E,Cpa transaction type added
127339524,E,Cpa transaction type changed
127339523,E,Cpa transaction type deleted
127340392,E,Currency
127338190,E,English Description
127338191,E,French Description
127338188,E,Internal DF Change Log Error
127340417,E,Pre-Sales Indicator
127338189,E,Summary updated
117440650,E,Defining Contribution Change Log
126486452,E,Allowable Frequency added
126486038,E,Allowable Investment Options added
126486040,E,Allowable Source Type added
126486036,E,Allowable Transfer Code added
126486035,E,Contribution updated
126486417,E,Default EFT Txn Type
126486450,E,EFT Lead Time
126486042,E,Duration before exception
126486451,E,Holiday Adjustment
126486233,E,Internal cbt Change Log Error
126488382,E,Deposit Instruction Minimum Amount
126488381,E,Deposit Minimum Amount
126487202,E,Transfer Rate Guarantee Period updated
126486453,E,Allowable Frequency removed
126486039,E,Allowable Investment Options removed
126486041,E,Allowable Source Type removed
126486037,E,Allowable Transfer Code removed
126486449,E,Unsolicited Allowed
117440742,E,Defining Clearing Change Log
132516836,E,Clearing updated
132516837,E,Clearing Lead Time
132516840,E,Internal clr Change Log Error
117440651,E,Defining Debit/Credit Change Log
126551550,E,Credit back
126551551,E,Credit future
126551552,E,Debit back
126551549,E,Debit/Credit updated
126551553,E,Debit future
126551773,E,Internal dcr Change Log Error
126551555,E,Maximum credit
126551557,E,Maximum debit
126551554,E,Minimum credit
126551556,E,Minimum debit
117440741,E,Defining Fund Change Log
132451284,E,Fund Control Accounts updated
132451282,E,Fund Distribution Schedule updated
132451293,E,Accrual Precision
132451298,E,Business Day
132451296,E,Cash Clearing Account
132451285,E,Frequency
132451294,E,Income Type
132451288,E,Initial Purchase
132451290,E,Minimum Balance
132451291,E,Minimum Sell
132451299,E,Next Valuation
132451287,E,Seed
132451286,E,Start Date
132451295,E,Fund Settlement Account
132451289,E,Sub Purchase
132451292,E,Unit Precision
132451297,E,Internal fnd Change Log Error
132451283,E,Fund Product Limits updated
132451281,E,Fund Valuation Schedule updated
117440712,E,Defining Index Change Log
130550137,E,Index Defining Feature changed
130550450,E,Early redemption frequency
130550177,E,Index changed
130550204,E,Index End Value Determination changed
130550131,E,Index Profile added
130550132,E,Index Profile changed
130550133,E,Index Profile removed
130550203,E,Index Start Value Determination changed
130550138,E,Index Defining Feature Internal Error
130550140,E,Limit Index Plus Coupon
130550139,E,LockIn
130550143,E,Lock In Frequency
130550144,E,Lock In Wait Period
130550141,E,Negative ROR
130550142,E,Participation changed
130550134,E,ROR Tier added
130550135,E,ROR Tier removed
130550136,E,Rank Weight changed
130551702,E,Index Interest Remit Instruction updated
130551708,E,Default
130551700,E,Remit to Client allowed
130551701,E,Remit to Client
130551698,E,Deposit to Savings allowed
130551699,E,Deposit to Savings
130550492,E,rounding
130550447,E,Sliding participations
130550496,E,Time Dimensional Participation Rates Effective Date
130550497,E,Time Dimensional Participation Rates
117440661,E,Defining Interest Change Log
127207091,E,Refer back (Discretionary Adj)
127207094,E,Discretionary Adj
127207064,E,Amount Tier Treatment
127207077,E,Annually Allowed
127207071,E,Annually
127207078,E,Maturity Allowed
127207072,E,Maturity
127207065,E,Balance Choice
127208115,E,Term Blended Rate updated
127208102,E,Blended rate date
127208101,E,Blended rate term
127207092,E,Refer back (Client Bonus)
127207095,E,Client Bonus
127207063,E,Calculator Type
127207058,E,Compound Allowed
127207059,E,Compound
127207057,E,Interest Disposition updated
127207083,E,End on Non-Business Day
127207079,E,Pay for February 29th
127208553,E,Expense Reporting updated
127207066,E,Earn interest on post date
127207085,E,Interest Earned Interval
127207090,E,Refer back (Base)
127207093,E,Base
127207096,E,Use Nominal Term (Base)
127207062,E,Interest Calculation updated
127207056,E,Internal int Change Log Error
127208155,E,Total Yield Formula
127207074,E,Monthly Allowed
127207068,E,Monthly
127207086,E,On Day Earned
127207087,E,On Previous Business Day
127207067,E,Interest Payment Frequency updated
127207082,E,Interest Payment Timing updated
127207084,E,Previous Business Day
127207088,E,Process Payment
127208103,E,Blended rate processing date
127209170,E,Refer back (Promotional)
127209169,E,Promotional
127207136,E,Default
127207073,E,Default
127207075,E,Quarterly Allowed
127207069,E,Quarterly
127207089,E,Interest Rate Tables updated
127207060,E,Simple Allowed
127207061,E,Simple
127208097,E,Renewal Rate Guarantee Period updated
127209373,E,Default
127209358,E,Remit to Client allowed
127209359,E,Remit to Client
127209356,E,Deposit to Savings allowed
127209357,E,Deposit to Savings
127208154,E,Absolute Rounding
127207081,E,Seed date
127207076,E,Semi-Annually Allowed
127207070,E,Semi-Annually
127207080,E,Snap to Month End
127208096,E,Transfer Rate Guarantee Period updated
127208555,E,Use Effective Yield
127208554,E,Use Real Rates
127208153,E,weighting
117440652,E,Defining Investment Change Log
126617117,E,Allowable Investments added
126618431,E,Maximum age at maturity
126617115,E,Allowable Investments changed
126617118,E,Mandatory
126617116,E,Product ID
126617299,E,Allowable Investments removed
126618430,E,Validate maturity age rules
126617120,E,Funding Instruction Parameter updated
126617119,E,Internal ivm Change Log Error
126617302,E,Sort By
126617304,E,"Closest to Maturity Date, Lowest Rate"
126617303,E,"Lowest Rate, Closest to Maturity Date"
126617123,E,Use Investment Once
126617121,E,Minimum Encashment Amount
126617124,E,NSF Recovery option
126617122,E,Fund from Savings First
117440662,E,Defining Taxation Change Log
127273124,E,Allowable Registration Type added
127272647,E,Cansim Rate Table
127274140,E,Allowable Client added
127274142,E,Allowable Client changed
127273319,E,Allowable Group added
127273321,E,Allowable Group changed
127273320,E,Allowable Group removed
127273323,E,Group Type
127273325,E,Maximum Number
127273324,E,Minimum Number
127274141,E,Allowable Client removed
127273316,E,Allowable Role added
127273318,E,Allowable Role changed
127273317,E,Allowabe Role removed
127273322,E,Role Type
127274143,E,Client Type
127273121,E,Default Registration Type
127272638,E,Estimate Period
127272640,E,Federal payer number
127274138,E,The length of the Federal payer number exceeds 15 characters long
127273122,E,HBP Limits
127273118,E,Heterogen Funds Allowed
127272634,E,Internal ltx Change Log Error
127272648,E,Allowable Jurisdictions
127273737,E,LLP Annual Limit
127273123,E,LLP Limits
127272636,E,Product Type
127273120,E,Liquidity
127272645,E,Min trigger amount (AMP)
127272642,E,NR payer number
127273056,E,Overcontribution Action
127272637,E,Pending Period
127272660,E,Max Pensionable Earnings Table
127272641,E,Quebec payer number
127274139,E,The length of the Quebec payer number exceeds 15 characters long
127272785,E,RESP Plan Type
127272643,E,New plan registration
127273125,E,Allowable Registration Type removed
127272639,E,Revenue Canada specimen plan
127273119,E,Specimen Plan Registration
127272649,E,Allowable sub-jurisdictions added
